rec_id,category,title,text,tags,expert_weight,safety_level,advice_strength
R151,lifestyle,Dry-skin support: Friction reduction,"Reduce friction from tight clothing and rough fabrics; friction can amplify irritation and redness. For chronic dryness, prioritize moisture retention and barrier repair habits.",dry_skin|hydration|barrier_repair|gentle_cleansing|dryness|friction_reduction|gentle_care,0.83,safe,strong
R152,lifestyle,Dry-skin support: Humidity and ventilation,"Keep living spaces ventilated; humidity control can help reduce fungal and irritation triggers. For chronic dryness, prioritize moisture retention and barrier repair habits.",dry_skin|hydration|barrier_repair|gentle_cleansing|dryness|home_environment|moisture_control,0.83,safe,strong
R153,home_care,Dry-skin support: Gentle cleansing rule,"Cleanse with mild, fragrance-free products; avoid harsh scrubbing that damages the barrier. For chronic dryness, prioritize moisture retention and barrier repair habits.",dry_skin|hydration|barrier_repair|gentle_cleansing|dryness,0.9,safe,strong
R154,home_care,Dry-skin support: Moisturize strategically,"Moisturize soon after bathing to lock in water and support barrier recovery. For chronic dryness, prioritize moisture retention and barrier repair habits.",dry_skin|hydration|barrier_repair|gentle_cleansing|dryness,0.9,safe,strong
R155,home_care,Dry-skin support: Short lukewarm showers,"Prefer short lukewarm showers over long hot ones to reduce dryness and irritation. For chronic dryness, prioritize moisture retention and barrier repair habits.",dry_skin|hydration|barrier_repair|gentle_cleansing|dryness|gentle_care,0.9,safe,strong
R156,home_care,Dry-skin support: Patch-test new products,"Test new skincare on a small area before full use to reduce contact reactions. For chronic dryness, prioritize moisture retention and barrier repair habits.",dry_skin|hydration|barrier_repair|gentle_cleansing|dryness|patch_testing|irritant_avoidance,0.9,caution,strong
R157,home_care,Dry-skin support: Nail and scratch control,"Keep nails short and use distractions to reduce scratching that worsens barrier injury. For chronic dryness, prioritize moisture retention and barrier repair habits.",dry_skin|hydration|barrier_repair|gentle_cleansing|dryness|itching_control,0.9,safe,strong
R158,home_care,Dry-skin support: Clean textiles routine,"Wash towels and pillowcases regularly; clean textiles can reduce irritation and recurrence cycles. For chronic dryness, prioritize moisture retention and barrier repair habits.",dry_skin|hydration|barrier_repair|gentle_cleansing|dryness|hygiene|routine,0.9,safe,strong
R159,home_care,Dry-skin support: Breathable fabric choice,"Use breathable fabrics and avoid prolonged dampness in folds to reduce fungal recurrence risk. For chronic dryness, prioritize moisture retention and barrier repair habits.",dry_skin|hydration|barrier_repair|gentle_cleansing|dryness|breathable_clothing|moisture_control,0.9,safe,strong
R160,home_care,Dry-skin support: Cool compress (brief),"Use a brief cool compress for heat/itch sensations; avoid prolonged cold exposure. For chronic dryness, prioritize moisture retention and barrier repair habits.",dry_skin|hydration|barrier_repair|gentle_cleansing|dryness|cooling|comfort_support,0.9,safe,strong
R161,diet,Irritant-aware: Hydration-first plate,"Prioritize water-rich foods and regular fluids; dehydration can worsen skin discomfort. If product irritation is suspected, reduce product load and introduce changes one-by-one.",contact_dermatitis|irritant_avoidance|barrier_repair|patch_testing|contact_dermatitis_support|hydration|routine,0.84,caution,strong
R162,diet,Irritant-aware: Balanced low-spike meals,"Choose balanced meals and reduce frequent high-sugar spikes to support overall skin stability. If product irritation is suspected, reduce product load and introduce changes one-by-one.",contact_dermatitis|irritant_avoidance|barrier_repair|patch_testing|contact_dermatitis_support|balanced_meals|glycemic_support,0.84,caution,strong
R163,diet,Irritant-aware: Gentle gut-friendly routine,"Keep meal timing consistent and include fiber-rich foods to support digestion-related skin flares. If product irritation is suspected, reduce product load and introduce changes one-by-one.",contact_dermatitis|irritant_avoidance|barrier_repair|patch_testing|contact_dermatitis_support|routine|digestion_support,0.84,caution,strong
R164,diet,Irritant-aware: Cooling foods when heat is high,"When redness/heat sensations are present, prefer mild cooling foods and avoid very spicy choices. If product irritation is suspected, reduce product load and introduce changes one-by-one.",contact_dermatitis|irritant_avoidance|barrier_repair|patch_testing|contact_dermatitis_support|cooling|heat_support,0.84,caution,strong
R165,diet,Irritant-aware: Reduce ultra-processed triggers,"Limit ultra-processed foods that often correlate with flare cycles; observe your personal triggers. If product irritation is suspected, reduce product load and introduce changes one-by-one.",contact_dermatitis|irritant_avoidance|barrier_repair|patch_testing|contact_dermatitis_support|trigger_avoidance|tracking,0.84,caution,strong
R166,diet,Irritant-aware: Healthy fats for barrier support,"Include moderate healthy fats (as tolerated) to support the skin barrier and dryness control. If product irritation is suspected, reduce product load and introduce changes one-by-one.",contact_dermatitis|irritant_avoidance|barrier_repair|patch_testing|contact_dermatitis_support|nutrition,0.84,caution,strong
R167,diet,Irritant-aware: Mindful dairy check (individualized),"If you suspect dairy aggravates your skin, trial a short, monitored reduction and track changes. If product irritation is suspected, reduce product load and introduce changes one-by-one.",contact_dermatitis|irritant_avoidance|barrier_repair|patch_testing|contact_dermatitis_support|trigger_tracking|individualized,0.84,caution,strong
R168,lifestyle,Irritant-aware: Consistent sleep window,"Aim for a consistent sleep schedule; irregular sleep can worsen itch, stress, and inflammation. If product irritation is suspected, reduce product load and introduce changes one-by-one.",contact_dermatitis|irritant_avoidance|barrier_repair|patch_testing|contact_dermatitis_support|sleep|routine,0.83,caution,strong
R169,lifestyle,Irritant-aware: Stress downshift practice,"Use a short daily stress-downshift (breathing, walk, journaling) to reduce flare triggers. If product irritation is suspected, reduce product load and introduce changes one-by-one.",contact_dermatitis|irritant_avoidance|barrier_repair|patch_testing|contact_dermatitis_support|stress_support|routine,0.83,caution,strong
R170,lifestyle,Irritant-aware: Sweat management habit,"After heavy sweating, change into dry clothing and cleanse gently to reduce irritation and fungal risk. If product irritation is suspected, reduce product load and introduce changes one-by-one.",contact_dermatitis|irritant_avoidance|barrier_repair|patch_testing|contact_dermatitis_support|hygiene|moisture_control,0.83,caution,strong
R171,lifestyle,Irritant-aware: Trigger journal,"Track stress, weather, products, and foods during flares to find repeatable triggers. If product irritation is suspected, reduce product load and introduce changes one-by-one.",contact_dermatitis|irritant_avoidance|barrier_repair|patch_testing|contact_dermatitis_support|tracking|trigger_tracking,0.83,caution,strong
R172,lifestyle,Irritant-aware: Sun-smart routine,"Use shade, hats, and consistent sun protection habits to reduce redness and pigmentation worsening. If product irritation is suspected, reduce product load and introduce changes one-by-one.",contact_dermatitis|irritant_avoidance|barrier_repair|patch_testing|contact_dermatitis_support|sun_protection|routine,0.83,caution,strong
R173,lifestyle,Irritant-aware: Friction reduction,"Reduce friction from tight clothing and rough fabrics; friction can amplify irritation and redness. If product irritation is suspected, reduce product load and introduce changes one-by-one.",contact_dermatitis|irritant_avoidance|barrier_repair|patch_testing|contact_dermatitis_support|friction_reduction|gentle_care,0.83,caution,strong
R174,lifestyle,Irritant-aware: Humidity and ventilation,"Keep living spaces ventilated; humidity control can help reduce fungal and irritation triggers. If product irritation is suspected, reduce product load and introduce changes one-by-one.",contact_dermatitis|irritant_avoidance|barrier_repair|patch_testing|contact_dermatitis_support|home_environment|moisture_control,0.83,caution,strong
R175,home_care,Irritant-aware: Gentle cleansing rule,"Cleanse with mild, fragrance-free products; avoid harsh scrubbing that damages the barrier. If product irritation is suspected, reduce product load and introduce changes one-by-one.",contact_dermatitis|irritant_avoidance|barrier_repair|patch_testing|contact_dermatitis_support|gentle_cleansing,0.9,caution,strong
R176,home_care,Irritant-aware: Moisturize strategically,"Moisturize soon after bathing to lock in water and support barrier recovery. If product irritation is suspected, reduce product load and introduce changes one-by-one.",contact_dermatitis|irritant_avoidance|barrier_repair|patch_testing|contact_dermatitis_support|hydration,0.9,caution,strong
R177,home_care,Irritant-aware: Short lukewarm showers,"Prefer short lukewarm showers over long hot ones to reduce dryness and irritation. If product irritation is suspected, reduce product load and introduce changes one-by-one.",contact_dermatitis|irritant_avoidance|barrier_repair|patch_testing|contact_dermatitis_support|gentle_care,0.9,caution,strong
R178,home_care,Irritant-aware: Patch-test new products,"Test new skincare on a small area before full use to reduce contact reactions. If product irritation is suspected, reduce product load and introduce changes one-by-one.",contact_dermatitis|irritant_avoidance|barrier_repair|patch_testing|contact_dermatitis_support,0.9,caution,strong
R179,home_care,Irritant-aware: Nail and scratch control,"Keep nails short and use distractions to reduce scratching that worsens barrier injury. If product irritation is suspected, reduce product load and introduce changes one-by-one.",contact_dermatitis|irritant_avoidance|barrier_repair|patch_testing|contact_dermatitis_support|itching_control,0.9,caution,strong
R180,home_care,Irritant-aware: Clean textiles routine,"Wash towels and pillowcases regularly; clean textiles can reduce irritation and recurrence cycles. If product irritation is suspected, reduce product load and introduce changes one-by-one.",contact_dermatitis|irritant_avoidance|barrier_repair|patch_testing|contact_dermatitis_support|hygiene|routine,0.9,caution,strong
R181,home_care,Irritant-aware: Breathable fabric choice,"Use breathable fabrics and avoid prolonged dampness in folds to reduce fungal recurrence risk. If product irritation is suspected, reduce product load and introduce changes one-by-one.",contact_dermatitis|irritant_avoidance|barrier_repair|patch_testing|contact_dermatitis_support|breathable_clothing|moisture_control,0.9,caution,strong
R182,home_care,Irritant-aware: Cool compress (brief),"Use a brief cool compress for heat/itch sensations; avoid prolonged cold exposure. If product irritation is suspected, reduce product load and introduce changes one-by-one.",contact_dermatitis|irritant_avoidance|barrier_repair|patch_testing|contact_dermatitis_support|cooling|comfort_support,0.9,caution,strong
R183,diet,Scalp/flake support: Hydration-first plate,"Prioritize water-rich foods and regular fluids; dehydration can worsen skin discomfort. For flaking patterns, keep cleansing consistent and avoid heavy occlusive buildup.",seborrheic_dermatitis|scalp_care|gentle_cleansing|stress_support|seborrheic_support|hydration|routine,0.84,safe,moderate
R184,diet,Scalp/flake support: Balanced low-spike meals,"Choose balanced meals and reduce frequent high-sugar spikes to support overall skin stability. For flaking patterns, keep cleansing consistent and avoid heavy occlusive buildup.",seborrheic_dermatitis|scalp_care|gentle_cleansing|stress_support|seborrheic_support|balanced_meals|glycemic_support,0.84,safe,moderate
R185,diet,Scalp/flake support: Gentle gut-friendly routine,"Keep meal timing consistent and include fiber-rich foods to support digestion-related skin flares. For flaking patterns, keep cleansing consistent and avoid heavy occlusive buildup.",seborrheic_dermatitis|scalp_care|gentle_cleansing|stress_support|seborrheic_support|routine|digestion_support,0.84,safe,moderate
R186,diet,Scalp/flake support: Cooling foods when heat is high,"When redness/heat sensations are present, prefer mild cooling foods and avoid very spicy choices. For flaking patterns, keep cleansing consistent and avoid heavy occlusive buildup.",seborrheic_dermatitis|scalp_care|gentle_cleansing|stress_support|seborrheic_support|cooling|heat_support,0.84,safe,moderate
R187,diet,Scalp/flake support: Reduce ultra-processed triggers,"Limit ultra-processed foods that often correlate with flare cycles; observe your personal triggers. For flaking patterns, keep cleansing consistent and avoid heavy occlusive buildup.",seborrheic_dermatitis|scalp_care|gentle_cleansing|stress_support|seborrheic_support|trigger_avoidance|tracking,0.84,safe,moderate
R188,diet,Scalp/flake support: Healthy fats for barrier support,"Include moderate healthy fats (as tolerated) to support the skin barrier and dryness control. For flaking patterns, keep cleansing consistent and avoid heavy occlusive buildup.",seborrheic_dermatitis|scalp_care|gentle_cleansing|stress_support|seborrheic_support|barrier_repair|nutrition,0.84,safe,strong
R189,diet,Scalp/flake support: Mindful dairy check (individualized),"If you suspect dairy aggravates your skin, trial a short, monitored reduction and track changes. For flaking patterns, keep cleansing consistent and avoid heavy occlusive buildup.",seborrheic_dermatitis|scalp_care|gentle_cleansing|stress_support|seborrheic_support|trigger_tracking|individualized,0.84,caution,moderate
R190,lifestyle,Scalp/flake support: Consistent sleep window,"Aim for a consistent sleep schedule; irregular sleep can worsen itch, stress, and inflammation. For flaking patterns, keep cleansing consistent and avoid heavy occlusive buildup.",seborrheic_dermatitis|scalp_care|gentle_cleansing|stress_support|seborrheic_support|sleep|routine,0.83,safe,moderate
R191,lifestyle,Scalp/flake support: Stress downshift practice,"Use a short daily stress-downshift (breathing, walk, journaling) to reduce flare triggers. For flaking patterns, keep cleansing consistent and avoid heavy occlusive buildup.",seborrheic_dermatitis|scalp_care|gentle_cleansing|stress_support|seborrheic_support|routine,0.83,safe,moderate
R192,lifestyle,Scalp/flake support: Sweat management habit,"After heavy sweating, change into dry clothing and cleanse gently to reduce irritation and fungal risk. For flaking patterns, keep cleansing consistent and avoid heavy occlusive buildup.",seborrheic_dermatitis|scalp_care|gentle_cleansing|stress_support|seborrheic_support|hygiene|moisture_control,0.83,safe,strong
R193,lifestyle,Scalp/flake support: Trigger journal,"Track stress, weather, products, and foods during flares to find repeatable triggers. For flaking patterns, keep cleansing consistent and avoid heavy occlusive buildup.",seborrheic_dermatitis|scalp_care|gentle_cleansing|stress_support|seborrheic_support|tracking|trigger_tracking,0.83,safe,moderate
R194,lifestyle,Scalp/flake support: Sun-smart routine,"Use shade, hats, and consistent sun protection habits to reduce redness and pigmentation worsening. For flaking patterns, keep cleansing consistent and avoid heavy occlusive buildup.",seborrheic_dermatitis|scalp_care|gentle_cleansing|stress_support|seborrheic_support|sun_protection|routine,0.83,safe,strong
R195,lifestyle,Scalp/flake support: Friction reduction,"Reduce friction from tight clothing and rough fabrics; friction can amplify irritation and redness. For flaking patterns, keep cleansing consistent and avoid heavy occlusive buildup.",seborrheic_dermatitis|scalp_care|gentle_cleansing|stress_support|seborrheic_support|friction_reduction|gentle_care,0.83,safe,moderate
R196,lifestyle,Scalp/flake support: Humidity and ventilation,"Keep living spaces ventilated; humidity control can help reduce fungal and irritation triggers. For flaking patterns, keep cleansing consistent and avoid heavy occlusive buildup.",seborrheic_dermatitis|scalp_care|gentle_cleansing|stress_support|seborrheic_support|home_environment|moisture_control,0.83,safe,moderate
R197,home_care,Scalp/flake support: Gentle cleansing rule,"Cleanse with mild, fragrance-free products; avoid harsh scrubbing that damages the barrier. For flaking patterns, keep cleansing consistent and avoid heavy occlusive buildup.",seborrheic_dermatitis|scalp_care|gentle_cleansing|stress_support|seborrheic_support|barrier_repair,0.9,safe,strong
R198,home_care,Scalp/flake support: Moisturize strategically,"Moisturize soon after bathing to lock in water and support barrier recovery. For flaking patterns, keep cleansing consistent and avoid heavy occlusive buildup.",seborrheic_dermatitis|scalp_care|gentle_cleansing|stress_support|seborrheic_support|barrier_repair|hydration,0.9,safe,strong
R199,home_care,Scalp/flake support: Short lukewarm showers,"Prefer short lukewarm showers over long hot ones to reduce dryness and irritation. For flaking patterns, keep cleansing consistent and avoid heavy occlusive buildup.",seborrheic_dermatitis|scalp_care|gentle_cleansing|stress_support|seborrheic_support|barrier_repair|gentle_care,0.9,safe,strong
R200,home_care,Scalp/flake support: Patch-test new products,"Test new skincare on a small area before full use to reduce contact reactions. For flaking patterns, keep cleansing consistent and avoid heavy occlusive buildup.",seborrheic_dermatitis|scalp_care|gentle_cleansing|stress_support|seborrheic_support|patch_testing|irritant_avoidance,0.9,caution,moderate
R201,home_care,Scalp/flake support: Nail and scratch control,"Keep nails short and use distractions to reduce scratching that worsens barrier injury. For flaking patterns, keep cleansing consistent and avoid heavy occlusive buildup.",seborrheic_dermatitis|scalp_care|gentle_cleansing|stress_support|seborrheic_support|itching_control|barrier_repair,0.9,safe,strong
R202,home_care,Scalp/flake support: Clean textiles routine,"Wash towels and pillowcases regularly; clean textiles can reduce irritation and recurrence cycles. For flaking patterns, keep cleansing consistent and avoid heavy occlusive buildup.",seborrheic_dermatitis|scalp_care|gentle_cleansing|stress_support|seborrheic_support|hygiene|routine,0.9,safe,strong
R203,home_care,Scalp/flake support: Breathable fabric choice,"Use breathable fabrics and avoid prolonged dampness in folds to reduce fungal recurrence risk. For flaking patterns, keep cleansing consistent and avoid heavy occlusive buildup.",seborrheic_dermatitis|scalp_care|gentle_cleansing|stress_support|seborrheic_support|breathable_clothing|moisture_control,0.9,safe,moderate
R204,home_care,Scalp/flake support: Cool compress (brief),"Use a brief cool compress for heat/itch sensations; avoid prolonged cold exposure. For flaking patterns, keep cleansing consistent and avoid heavy occlusive buildup.",seborrheic_dermatitis|scalp_care|gentle_cleansing|stress_support|seborrheic_support|cooling|comfort_support,0.9,safe,moderate
R205,diet,Hives-support: Hydration-first plate,"Prioritize water-rich foods and regular fluids; dehydration can worsen skin discomfort. For hive-like flares, focus on trigger tracking and calming routines; seek care for severe reactions.",urticaria|trigger_tracking|cooling|stress_support|urticaria_support|hydration|routine,0.84,safe,moderate
R206,diet,Hives-support: Balanced low-spike meals,"Choose balanced meals and reduce frequent high-sugar spikes to support overall skin stability. For hive-like flares, focus on trigger tracking and calming routines; seek care for severe reactions.",urticaria|trigger_tracking|cooling|stress_support|urticaria_support|balanced_meals|glycemic_support,0.84,safe,moderate
R207,diet,Hives-support: Gentle gut-friendly routine,"Keep meal timing consistent and include fiber-rich foods to support digestion-related skin flares. For hive-like flares, focus on trigger tracking and calming routines; seek care for severe reactions.",urticaria|trigger_tracking|cooling|stress_support|urticaria_support|routine|digestion_support,0.84,safe,moderate
R208,diet,Hives-support: Cooling foods when heat is high,"When redness/heat sensations are present, prefer mild cooling foods and avoid very spicy choices. For hive-like flares, focus on trigger tracking and calming routines; seek care for severe reactions.",urticaria|trigger_tracking|cooling|stress_support|urticaria_support|heat_support,0.84,safe,moderate
R209,diet,Hives-support: Reduce ultra-processed triggers,"Limit ultra-processed foods that often correlate with flare cycles; observe your personal triggers. For hive-like flares, focus on trigger tracking and calming routines; seek care for severe reactions.",urticaria|trigger_tracking|cooling|stress_support|urticaria_support|trigger_avoidance|tracking,0.84,safe,moderate
R210,diet,Hives-support: Healthy fats for barrier support,"Include moderate healthy fats (as tolerated) to support the skin barrier and dryness control. For hive-like flares, focus on trigger tracking and calming routines; seek care for severe reactions.",urticaria|trigger_tracking|cooling|stress_support|urticaria_support|barrier_repair|nutrition,0.84,safe,strong
R211,diet,Hives-support: Mindful dairy check (individualized),"If you suspect dairy aggravates your skin, trial a short, monitored reduction and track changes. For hive-like flares, focus on trigger tracking and calming routines; seek care for severe reactions.",urticaria|trigger_tracking|cooling|stress_support|urticaria_support|individualized,0.84,caution,moderate
R212,lifestyle,Hives-support: Consistent sleep window,"Aim for a consistent sleep schedule; irregular sleep can worsen itch, stress, and inflammation. For hive-like flares, focus on trigger tracking and calming routines; seek care for severe reactions.",urticaria|trigger_tracking|cooling|stress_support|urticaria_support|sleep|routine,0.83,safe,moderate
R213,lifestyle,Hives-support: Stress downshift practice,"Use a short daily stress-downshift (breathing, walk, journaling) to reduce flare triggers. For hive-like flares, focus on trigger tracking and calming routines; seek care for severe reactions.",urticaria|trigger_tracking|cooling|stress_support|urticaria_support|routine,0.83,safe,moderate
R214,lifestyle,Hives-support: Sweat management habit,"After heavy sweating, change into dry clothing and cleanse gently to reduce irritation and fungal risk. For hive-like flares, focus on trigger tracking and calming routines; seek care for severe reactions.",urticaria|trigger_tracking|cooling|stress_support|urticaria_support|hygiene|moisture_control,0.83,safe,strong
R215,lifestyle,Hives-support: Trigger journal,"Track stress, weather, products, and foods during flares to find repeatable triggers. For hive-like flares, focus on trigger tracking and calming routines; seek care for severe reactions.",urticaria|trigger_tracking|cooling|stress_support|urticaria_support|tracking,0.83,safe,moderate
R216,lifestyle,Hives-support: Sun-smart routine,"Use shade, hats, and consistent sun protection habits to reduce redness and pigmentation worsening. For hive-like flares, focus on trigger tracking and calming routines; seek care for severe reactions.",urticaria|trigger_tracking|cooling|stress_support|urticaria_support|sun_protection|routine,0.83,safe,strong
R217,lifestyle,Hives-support: Friction reduction,"Reduce friction from tight clothing and rough fabrics; friction can amplify irritation and redness. For hive-like flares, focus on trigger tracking and calming routines; seek care for severe reactions.",urticaria|trigger_tracking|cooling|stress_support|urticaria_support|friction_reduction|gentle_care,0.83,safe,moderate
R218,lifestyle,Hives-support: Humidity and ventilation,"Keep living spaces ventilated; humidity control can help reduce fungal and irritation triggers. For hive-like flares, focus on trigger tracking and calming routines; seek care for severe reactions.",urticaria|trigger_tracking|cooling|stress_support|urticaria_support|home_environment|moisture_control,0.83,safe,moderate
R219,home_care,Hives-support: Gentle cleansing rule,"Cleanse with mild, fragrance-free products; avoid harsh scrubbing that damages the barrier. For hive-like flares, focus on trigger tracking and calming routines; seek care for severe reactions.",urticaria|trigger_tracking|cooling|stress_support|urticaria_support|gentle_cleansing|barrier_repair,0.9,safe,strong
R220,home_care,Hives-support: Moisturize strategically,"Moisturize soon after bathing to lock in water and support barrier recovery. For hive-like flares, focus on trigger tracking and calming routines; seek care for severe reactions.",urticaria|trigger_tracking|cooling|stress_support|urticaria_support|barrier_repair|hydration,0.9,safe,strong
R221,home_care,Hives-support: Short lukewarm showers,"Prefer short lukewarm showers over long hot ones to reduce dryness and irritation. For hive-like flares, focus on trigger tracking and calming routines; seek care for severe reactions.",urticaria|trigger_tracking|cooling|stress_support|urticaria_support|barrier_repair|gentle_care,0.9,safe,strong
R222,home_care,Hives-support: Patch-test new products,"Test new skincare on a small area before full use to reduce contact reactions. For hive-like flares, focus on trigger tracking and calming routines; seek care for severe reactions.",urticaria|trigger_tracking|cooling|stress_support|urticaria_support|patch_testing|irritant_avoidance,0.9,caution,moderate
R223,home_care,Hives-support: Nail and scratch control,"Keep nails short and use distractions to reduce scratching that worsens barrier injury. For hive-like flares, focus on trigger tracking and calming routines; seek care for severe reactions.",urticaria|trigger_tracking|cooling|stress_support|urticaria_support|itching_control|barrier_repair,0.9,safe,strong
R224,home_care,Hives-support: Clean textiles routine,"Wash towels and pillowcases regularly; clean textiles can reduce irritation and recurrence cycles. For hive-like flares, focus on trigger tracking and calming routines; seek care for severe reactions.",urticaria|trigger_tracking|cooling|stress_support|urticaria_support|hygiene|routine,0.9,safe,strong
R225,home_care,Hives-support: Breathable fabric choice,"Use breathable fabrics and avoid prolonged dampness in folds to reduce fungal recurrence risk. For hive-like flares, focus on trigger tracking and calming routines; seek care for severe reactions.",urticaria|trigger_tracking|cooling|stress_support|urticaria_support|breathable_clothing|moisture_control,0.9,safe,moderate
R226,home_care,Hives-support: Cool compress (brief),"Use a brief cool compress for heat/itch sensations; avoid prolonged cold exposure. For hive-like flares, focus on trigger tracking and calming routines; seek care for severe reactions.",urticaria|trigger_tracking|cooling|stress_support|urticaria_support|comfort_support,0.9,safe,moderate
R227,diet,Redness-support: Hydration-first plate,"Prioritize water-rich foods and regular fluids; dehydration can worsen skin discomfort. For flushing/redness, avoid heat triggers and keep products gentle and fragrance-free.",rosacea_like_redness|heat_avoidance|gentle_cleansing|cooling|redness_support|hydration|routine,0.84,safe,moderate
R228,diet,Redness-support: Balanced low-spike meals,"Choose balanced meals and reduce frequent high-sugar spikes to support overall skin stability. For flushing/redness, avoid heat triggers and keep products gentle and fragrance-free.",rosacea_like_redness|heat_avoidance|gentle_cleansing|cooling|redness_support|balanced_meals|glycemic_support,0.84,safe,moderate
R229,diet,Redness-support: Gentle gut-friendly routine,"Keep meal timing consistent and include fiber-rich foods to support digestion-related skin flares. For flushing/redness, avoid heat triggers and keep products gentle and fragrance-free.",rosacea_like_redness|heat_avoidance|gentle_cleansing|cooling|redness_support|routine|digestion_support,0.84,safe,moderate
R230,diet,Redness-support: Cooling foods when heat is high,"When redness/heat sensations are present, prefer mild cooling foods and avoid very spicy choices. For flushing/redness, avoid heat triggers and keep products gentle and fragrance-free.",rosacea_like_redness|heat_avoidance|gentle_cleansing|cooling|redness_support|heat_support,0.84,safe,moderate
R231,diet,Redness-support: Reduce ultra-processed triggers,"Limit ultra-processed foods that often correlate with flare cycles; observe your personal triggers. For flushing/redness, avoid heat triggers and keep products gentle and fragrance-free.",rosacea_like_redness|heat_avoidance|gentle_cleansing|cooling|redness_support|trigger_avoidance|tracking,0.84,safe,moderate
R232,diet,Redness-support: Healthy fats for barrier support,"Include moderate healthy fats (as tolerated) to support the skin barrier and dryness control. For flushing/redness, avoid heat triggers and keep products gentle and fragrance-free.",rosacea_like_redness|heat_avoidance|gentle_cleansing|cooling|redness_support|barrier_repair|nutrition,0.84,safe,strong
R233,diet,Redness-support: Mindful dairy check (individualized),"If you suspect dairy aggravates your skin, trial a short, monitored reduction and track changes. For flushing/redness, avoid heat triggers and keep products gentle and fragrance-free.",rosacea_like_redness|heat_avoidance|gentle_cleansing|cooling|redness_support|trigger_tracking|individualized,0.84,caution,moderate
R234,lifestyle,Redness-support: Consistent sleep window,"Aim for a consistent sleep schedule; irregular sleep can worsen itch, stress, and inflammation. For flushing/redness, avoid heat triggers and keep products gentle and fragrance-free.",rosacea_like_redness|heat_avoidance|gentle_cleansing|cooling|redness_support|sleep|routine,0.83,safe,moderate
R235,lifestyle,Redness-support: Stress downshift practice,"Use a short daily stress-downshift (breathing, walk, journaling) to reduce flare triggers. For flushing/redness, avoid heat triggers and keep products gentle and fragrance-free.",rosacea_like_redness|heat_avoidance|gentle_cleansing|cooling|redness_support|stress_support|routine,0.83,safe,moderate
R236,lifestyle,Redness-support: Sweat management habit,"After heavy sweating, change into dry clothing and cleanse gently to reduce irritation and fungal risk. For flushing/redness, avoid heat triggers and keep products gentle and fragrance-free.",rosacea_like_redness|heat_avoidance|gentle_cleansing|cooling|redness_support|hygiene|moisture_control,0.83,safe,strong
R237,lifestyle,Redness-support: Trigger journal,"Track stress, weather, products, and foods during flares to find repeatable triggers. For flushing/redness, avoid heat triggers and keep products gentle and fragrance-free.",rosacea_like_redness|heat_avoidance|gentle_cleansing|cooling|redness_support|tracking|trigger_tracking,0.83,safe,moderate
R238,lifestyle,Redness-support: Sun-smart routine,"Use shade, hats, and consistent sun protection habits to reduce redness and pigmentation worsening. For flushing/redness, avoid heat triggers and keep products gentle and fragrance-free.",rosacea_like_redness|heat_avoidance|gentle_cleansing|cooling|redness_support|sun_protection|routine,0.83,safe,strong
R239,lifestyle,Redness-support: Friction reduction,"Reduce friction from tight clothing and rough fabrics; friction can amplify irritation and redness. For flushing/redness, avoid heat triggers and keep products gentle and fragrance-free.",rosacea_like_redness|heat_avoidance|gentle_cleansing|cooling|redness_support|friction_reduction|gentle_care,0.83,safe,moderate
R240,lifestyle,Redness-support: Humidity and ventilation,"Keep living spaces ventilated; humidity control can help reduce fungal and irritation triggers. For flushing/redness, avoid heat triggers and keep products gentle and fragrance-free.",rosacea_like_redness|heat_avoidance|gentle_cleansing|cooling|redness_support|home_environment|moisture_control,0.83,safe,moderate
R241,home_care,Redness-support: Gentle cleansing rule,"Cleanse with mild, fragrance-free products; avoid harsh scrubbing that damages the barrier. For flushing/redness, avoid heat triggers and keep products gentle and fragrance-free.",rosacea_like_redness|heat_avoidance|gentle_cleansing|cooling|redness_support|barrier_repair,0.9,safe,strong
R242,home_care,Redness-support: Moisturize strategically,"Moisturize soon after bathing to lock in water and support barrier recovery. For flushing/redness, avoid heat triggers and keep products gentle and fragrance-free.",rosacea_like_redness|heat_avoidance|gentle_cleansing|cooling|redness_support|barrier_repair|hydration,0.9,safe,strong
R243,home_care,Redness-support: Short lukewarm showers,"Prefer short lukewarm showers over long hot ones to reduce dryness and irritation. For flushing/redness, avoid heat triggers and keep products gentle and fragrance-free.",rosacea_like_redness|heat_avoidance|gentle_cleansing|cooling|redness_support|barrier_repair|gentle_care,0.9,safe,strong
R244,home_care,Redness-support: Patch-test new products,"Test new skincare on a small area before full use to reduce contact reactions. For flushing/redness, avoid heat triggers and keep products gentle and fragrance-free.",rosacea_like_redness|heat_avoidance|gentle_cleansing|cooling|redness_support|patch_testing|irritant_avoidance,0.9,caution,moderate
R245,home_care,Redness-support: Nail and scratch control,"Keep nails short and use distractions to reduce scratching that worsens barrier injury. For flushing/redness, avoid heat triggers and keep products gentle and fragrance-free.",rosacea_like_redness|heat_avoidance|gentle_cleansing|cooling|redness_support|itching_control|barrier_repair,0.9,safe,strong
R246,home_care,Redness-support: Clean textiles routine,"Wash towels and pillowcases regularly; clean textiles can reduce irritation and recurrence cycles. For flushing/redness, avoid heat triggers and keep products gentle and fragrance-free.",rosacea_like_redness|heat_avoidance|gentle_cleansing|cooling|redness_support|hygiene|routine,0.9,safe,strong
